[-0.002690477919173713, 0.2161053142109692, 0.7948581286643382, -0.002688310100799592, 0.0003326460159507747, 5.344553896862547e-05]
[0.08724813035354405, 0.1088773965077511, 0.7001804006268291, -0.0024866346150175466, 5.730160361657065e-05, 0.00031751575328016203]
[-0.09713703596194027, 0.22057114615410894, 0.8652106098137996, -0.0027176531939683787, -0.0001003219143930457, 0.0007154695247919471]
[-0.09713703596194027, 0.22057114615410894, 0.8652106098137996, -0.0027176531939683787, -0.0001003219143930457, 0.0007154695247919471]
[-0.3587662232181376, 0.3893851762947002, 0.6733230280510428, -0.002871524789680773, -0.0003214238805049572, 0.0007032280243486545]
[-0.39290591288008225, 0.31777592175396097, 0.5863282492290689, -0.003050160596188107, -0.0005647117325306336, 0.0009619339729524769]
[-0.23115652999655123, 0.5907181377529399, 0.4526027630703226, -0.002994276859982345, -5.1550143209487766e-05, 0.00030607201749091107]
[-0.29189415676608854, 0.7315302516015775, 0.42345962971881085, 0.0030028507330286955, -0.00014730620429640256, 0.0003032544944476075]
[0.00673798226493709, 0.7358442943374214, 0.5116017892748888, 0.002823325775689817, 0.0005948864277561707, -0.0003133666257948687]
[0.07227170033365607, 0.2767423595422016, 0.631179724740548, -0.002620424779095713, 0.0003777999980941089, 1.6034122254907572e-05]
[0.04720658172096574, 0.2848829311278277, 0.6273809206590522, -0.002994669196093323, -0.0005723209289378782, 0.0018929317455578883]
[-0.22605975666472755, 0.34329972480153675, 0.6676093758667958, 0.002642711314317132, -0.00035792248318783506, 0.0028720339151064134]
[-0.2718972352410754, 0.5499372806894876, 0.7080684794117907, 0.0029567334586340388, -0.00032529614208006287, 0.0025960770033732904]
[0.076487655218793, 0.21374882107949447, 0.8895849658919235, -0.0030962758201057857, -0.0006337280287534023, 0.0020809909395723665]
[0.3511068143778078, 0.5008547253136344, 0.5495112830556219, -0.002410843761217586, 4.73352268889914e-05, 0.001080590171340862]
